,participant_id,Assigned conjoint block,Datetime of participant creation,Datetime of entering survey,Datetime of finishing survey,Length of interview in seconds,IP address,Location: City,Location: Region,Location: Postcode,Location: Country,Location: Latitude,Location: Longitude,Device type,Is touch enabled on device,Browser string,Locale,Referrer URL,Is included in current report,Is good for analysis,Status of response,Is low-quality response,Is duplicate entry,Is unlicensed response,ID of last answered question,Last answered question,statusOverrideCookie,Variable: id,Variable: panel,Variable: External: Q1: What is your gender?,Variable: External: Q2: Please enter your age:,Variable: External: Q4: Which of the following have you participated in over the past 12 month,Variable: External: Q5: In the previous question you mentioned that you cared for a family mem,Variable: External: Q6: Please enter the age of the relative or family member you helped take,Variable: External: Q8: What is your approximate annual household income (before tax)?,Variable: External: Gender,Variable: External: Age,Variable: External: Country,Variable: External: MainRegionName,Variable: External: Ethnicity - US & Canada only,Variable: External: Access to car,Variable: External: Make of car/cars,Variable: External: Car manufactured year,Variable: External: car purchase year,Variable: External: Next car purchase,Variable: External: Automotive decision maker,Variable: External: Occupation,Variable: External: Primary role in organization,Variable: External: Company size,Variable: External: Industry sector,Variable: External: Field of expertise,Variable: External: Decision Making Authority,Variable: External: Marital Status,Variable: External: Accommodation,Variable: External: Household Size,Variable: External: Primary grocery shopper,Variable: External: Food - Main Grocery Shop,Variable: External: Number of children,Variable: External: Ages of children,Variable: External: Gender of children,Variable: External: Pets,Variable: External: Education - General,Variable: External: Average alcohol consumption,Variable: External: Beverage consumption,Variable: External: Tobacco - Do you smoke,Variable: External: Personal Income Classification,Variable: External: Household Income Classification,Variable: External: Exclude,Variable: test,"Q2: Relationship: Which of these best describes the older adult you care f
Option 1: mother","Q2: Relationship: Which of these best describes the older adult you care f
Option 2: father","Q2: Relationship: Which of these best describes the older adult you care f
Option 3: wife","Q2: Relationship: Which of these best describes the older adult you care f
Option 4: husband","Q2: Relationship: Which of these best describes the older adult you care f
Option 5: mother-in-law","Q2: Relationship: Which of these best describes the older adult you care f
Option 6: father-in-law","Q2: Relationship: Which of these best describes the older adult you care f
Option 7: sister","Q2: Relationship: Which of these best describes the older adult you care f
Option 8: brother","Q2: Relationship: Which of these best describes the older adult you care f
Option 9: grandparent","Q2: Relationship: Which of these best describes the older adult you care f
Option 10: friend","Q2: Relationship: Which of these best describes the older adult you care f
Option 11: Other",Q2: Relationship: Which of these best describes the older adult you care f,Q3: Total Monthly Cost: What is the approximate total monthly cost of your,Q4: Cost Incurred by Relative: How much of that $​COST monthly cost is pai,Q5: Cost Incurred by Respondent: How much of the $COST monthly cost do you,"Q6: Y/N Family Shares Costs: Does your family currently share costs?
Option 1: Yes","Q6: Y/N Family Shares Costs: Does your family currently share costs?
Option 2: No",Q6: Y/N Family Shares Costs: Does your family currently share costs?,"Q7: Sharing Costs: How do you share the costs associated with your REL's c
Option 1: Family members are each responsible for different bills","Q7: Sharing Costs: How do you share the costs associated with your REL's c
Option 2: Family members divide the total cost","Q7: Sharing Costs: How do you share the costs associated with your REL's c
Option 3: Family members send money to my relative","Q7: Sharing Costs: How do you share the costs associated with your REL's c
Option 4: Family members send money to me","Q7: Sharing Costs: How do you share the costs associated with your REL's c
Option 5: Family members send money to the main person caring for our relative","Q7: Sharing Costs: How do you share the costs associated with your REL's c
Option 6: Other",Q7: Sharing Costs: How do you share the costs associated with your REL's c,"Q8: Send/receive money: How do you send or receive money with your family?
Option 1: Mobile banking app, e.g. Venmo, ApplePay, Zelle","Q8: Send/receive money: How do you send or receive money with your family?
Option 2: Cash or check","Q8: Send/receive money: How do you send or receive money with your family?
Option 3: ACH transfer","Q8: Send/receive money: How do you send or receive money with your family?
Option 4: Other",Q8: Send/receive money: How do you send or receive money with your family?,Q9: Do you agree or disagree that the cost of your  's care is shared fair,Q12: Interest in CareShare: How interested are you in an application like C,Q13: Why Not Interested in CareShare: Why not?,Q14: Why Interested in CareShare: Why are you interested in an application,Q15: Family Interest in CareShare: How interested do you think your family,Q16: Family Interested in CareShare: Why do you think your family would be,Q17: Family Not Interested in CareShare: Why not?,"Q18: Provider or Receiver?: Would you mostly use CareShare to: a) ask for f
Option 1: ask for financial help from other family members for caregiving costs","Q18: Provider or Receiver?: Would you mostly use CareShare to: a) ask for f
Option 2: provide financial help for caregiving costs to a family member",Q18: Provider or Receiver?: Would you mostly use CareShare to: a) ask for f,"Q19: Method of Splitting Expenses: Thinking about Careshare, would you pref
Option 1: split specific expenses and bills with your family","Q19: Method of Splitting Expenses: Thinking about Careshare, would you pref
Option 2: split a single total monthly cost with your family","Q19: Method of Splitting Expenses: Thinking about Careshare, would you pref","Q20: Fixed or variable monthly payment?: Do you think your family would mos
Option 1: a fixed monthly payment","Q20: Fixed or variable monthly payment?: Do you think your family would mos
Option 2: a payment that varied based on each month's actual costs",Q20: Fixed or variable monthly payment?: Do you think your family would mos,Q21: Only the Primary Caregiver's Expenses?: Do you agree or disagree that,"Q22: Expense Receipts: In CareShare, would you want expense receipts for ca
Option 1: Required","Q22: Expense Receipts: In CareShare, would you want expense receipts for ca
Option 2: Optional","Q22: Expense Receipts: In CareShare, would you want expense receipts for ca
Option 3: Not included","Q22: Expense Receipts: In CareShare, would you want expense receipts for ca",Q23: Comments on Expenses: How helpful would it be if your family were able,Q24: Financing Caregiving Costs: Would be helpful to your family if CareSha,Q35: Post-Kano Interest in CareShare: Assuming that CareShare worked in the,Q36: Is there anything you think we missed that would help your family spli,Q37: Was there any part of this survey you found confusing or need more cla
0,164386324,0,2022-12-09 01:53:52,2022-12-09 01:53:52,2022-12-09 01:58:29,277,2600:2b00:8102:a300:d187:ed23:a35a:22a0,Lebanon,Ohio,45036.0,United States,39.4272,-84.1664,mobile,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=5887abf2-d63c-56a2-35b7-9facb8038913&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,5887abf2-d63c-56a2-35b7-9facb8038913,c,Female,22,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco),Attended an outdoor concert",Yes,74,"$50,000 - $74,999",Female,22,USA,Northeast,White,I own a car/cars,Chevrolet,,,,,Own business / Self-employed / Freelance,Director,101-250,Brokerage,,"IT Software;IT services or products;Website Development/Maintenance;IT Infrastructure/Outsourcing, Systems Integration;Virtualization;Enterprise Applications (ERP, CRM, etc);Servers;Computer Services, IT Business Solutions",Single / Never married,Owned apartment,2,,,,,,Cat(s),University/Higher Education,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,mother-in-law,250.0,50.0,25.0,1,0,Yes,1.0,0.0,0.0,0.0,0.0,0,Family members are each responsible for different bills,,,,,,4,4,,careshare would help me figure out ways to pay off my mother in laws bills,4,they would help us,,1,0,ask for financial help from other family members for caregiving costs,1,0,split specific expenses and bills with your family,1,0,a fixed monthly payment,4,0,1,0,Optional,4,5,4,none,none
1,164386346,0,2022-12-09 01:54:36,2022-12-09 01:54:36,2022-12-09 02:02:32,476,38.106.117.75,Fayetteville,North Carolina,28311.0,United States,35.1243,-78.8979,mobile,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=6ebbed57-3440-2ff2-0912-d9905f3d7b99&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,6ebbed57-3440-2ff2-0912-d9905f3d7b99,c,Female,23,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco),Engaged in extreme outdoor sports (e.g. kite surfing, downhill skiing, skateboarding),Worked on a home improvement project (e.g. painting, insulation, additions, new appliances),Attended an outdoor concert",Yes,65,"$25,000 - $49,999",Female,23,USA,South,Black or African American,I own a car/cars,,2004,,,Yes,Part-time work,Senior Management,501-1000,Computer Reseller (software/hardware),,Printers and Copiers;Printer and Copier Supplies (e.g. Ink),Single / Never married,Rented apartment,1,,,,,,Dog(s),High School/Tertiary/Tech. College,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,grandparent,35000.0,30000.0,5000.0,1,0,Yes,1.0,0.0,0.0,0.0,1.0,0,"Family members are each responsible for different bills,Family members send money to the main person caring for our relative",1.0,0.0,0.0,0,"Mobile banking app, e.g. Venmo, ApplePay, Zelle",5,3,,Because i heard good things,2,,Because we are poor,1,0,ask for financial help from other family members for caregiving costs,0,1,split a single total monthly cost with your family,1,0,a fixed monthly payment,2,1,0,0,Required,3,4,4,No,No
2,164386370,0,2022-12-09 01:55:39,2022-12-09 01:55:39,2022-12-09 01:59:10,211,2607:fb90:b504:17d5:1154:bbb5:d2fc:1c70,Cleveland,Ohio,44134.0,United States,41.3844,-81.7003,mobile,1,"Mozilla/5.0 (Linux; Android 12; SM-A125U Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.79 Mobile Safari/537.36",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=2c54029b-8ad5-c6af-e6de-367f9af1e37b&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,2c54029b-8ad5-c6af-e6de-367f9af1e37b,c,Female,37,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco),Engaged in extreme outdoor sports (e.g. kite surfing, downhill skiing, skateboarding),Worked on a home improvement project (e.g. painting, insulation, additions, new appliances)",Yes,66,"$75,000 - $99,999",Female,37,USA,Midwest,White,,,,,,Yes,Full-time work,,,,,,,,,,,,,,,,,,,"$75,000 or more","$80,000 - $99,999",,,1,0,0,0,0,0,0,0,0,0,0,mother,12000.0,10000.0,200.0,1,0,Yes,1.0,1.0,1.0,0.0,0.0,0,"Family members are each responsible for different bills,Family members divide the total cost,Family members send money to my relative",1.0,1.0,0.0,0,"Mobile banking app, e.g. Venmo, ApplePay, Zelle,Cash or check",5,5,,I love the brand new ones and I,5,I love their prices and products and I,,1,0,ask for financial help from other family members for caregiving costs,1,0,split specific expenses and bills with your family,0,1,a payment that varied based on each month's actual costs,5,1,0,0,Required,5,5,5,I feel like they are going,I feel that I have blond to do
3,164386426,0,2022-12-09 01:56:31,2022-12-09 01:56:31,2022-12-09 02:01:24,293,2600:100c:b05d:873f:bf4c:c887:d9df:c71f,Austin,Texas,78748.0,United States,30.1746,-97.8203,mobile,1,"Mozilla/5.0 (Linux; Android 12; LM-G900 Build/SKQ1.211103.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=ac77eb43-d5ce-2328-c506-df5cbb8a4ba8&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,ac77eb43-d5ce-2328-c506-df5cbb8a4ba8,c,Female,41,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco),Worked on a home improvement project (e.g. painting, insulation, additions, new appliances)",Yes,76,"$75,000 - $99,999",Female,41,USA,South,White,I own a car/cars,Ford,2002,2021,,Yes,Full-time work,HR manager,51-100,Restaurant / Food,Operations,Printers and Copiers;Office Supplies;Operations/Production;Food Services/Catering,Married,Owned house,4,Yes,,Two,2009;2016,Both boy(s) and girl(s),Cat(s);Dog(s),University/Higher Education,4 to 7 drinks,Red wine;RosÃ© wine;Dessert Wine;Regular soda;Diet soda;Energy drinks,"Yes, I smoke","$75,000 or more","$80,000 - $99,999",,,0,1,0,0,0,0,0,0,0,0,0,father,2150.0,200.0,1950.0,0,1,No,,,,,,,,,,,,,2,5,,So it can lay out maybe an even way for families to help each other pay for an Elders care,4,Because I've been trying to figure out a way to help and sometimes we just get too busy to do so,,1,0,ask for financial help from other family members for caregiving costs,0,1,split a single total monthly cost with your family,1,0,a fixed monthly payment,4,0,1,0,Optional,4,4,5,No,No
4,164386427,0,2022-12-09 01:56:34,2022-12-09 01:56:34,2022-12-09 02:01:14,280,2601:780:c100:3b80:bc37:abf4:7ec4:72e9,Rossville,Georgia,30741.0,United States,34.9578,-85.3012,mobile,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=bd0a1cef-6692-d413-b8aa-282131db6b09&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,bd0a1cef-6692-d413-b8aa-282131db6b09,c,Female,33,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco),Worked on a home improvement project (e.g. painting, insulation, additions, new appliances)",Yes,88,"$25,000 - $49,999",Female,33,USA,South,White,I own a car/cars,Acura;Chevrolet;Hyundai;Subaru,2017,2018,2022,I contribute equally in automotive decisions,Own business / Self-employed / Freelance,Buyer/Purchasing Agent,1,Other,Other,Food Services/Catering;Auto Leasing/Purchasing;Maintenance;Data Storage;Internet and Wireless Services;Handhelds (Cell/Smart phones),Married,Owned house,3,Yes,Aldi (US);Costco (US);Trader Joe's (US);Walmart (US);Whole Foods Market (US),One,2019,Boy(s),Cat(s);Dog(s),University/Higher Education,4 to 7 drinks,Red wine;Vodka;Whiskey/Scotch/Bourbon;Coffee;Bottled water still,"No, I donâ€™t smoke","$25,000 - $49,999","$25,000 - $49,999",,,0,0,0,0,0,0,0,0,1,0,0,grandparent,500.0,300.0,200.0,0,1,No,,,,,,,,,,,,,1,5,,So i could share the expenses with my family,3,I’m not sure,,1,0,ask for financial help from other family members for caregiving costs,0,1,split a single total monthly cost with your family,1,0,a fixed monthly payment,5,1,0,0,Required,5,5,5,I don’t think anything was missed,Nothing was confusing
5,164386428,0,2022-12-09 01:56:41,2022-12-09 01:56:41,2022-12-09 02:05:10,509,2600:6c5d:5a00:30f2:7097:eb91:4129:56c5,Sevierville,Tennessee,37862.0,United States,35.8456,-83.5392,mobile,1,"Mozilla/5.0 (Linux; Android 9; SM-G950U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.79 Mobile Safari/537.36",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=7874d0e7-ac6b-1884-c6a2-e45fd71bc10a&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,7874d0e7-ac6b-1884-c6a2-e45fd71bc10a,c,Female,52,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco),Worked on a home improvement project (e.g. painting, insulation, additions, new appliances),Attended an outdoor concert,Attended an indoor concert",Yes,80,"$25,000 - $49,999",Female,52,USA,Midwest,White,I own a car/cars,Other,2013,2019,2023,Yes,Homemaker,I don't work,251-500,Education,IT/IS/MIS,"IT Hardware;IT Software;Printers and Copiers;Financial Department (Acco. Software,Corporate CC);Human Resources (Employee Benefits,Retirement Pro);Office Supplies;Corporate Travel Self;Corporate Travel Company;Marketing/Advertising;Facilities Maintenance and Management;Food Services/Catering;Auto Leasing/Purchasing;IT services or products;IT Infrastructure/Outsourcing, Systems Integration;Data Storage;Internet and Wireless Services;Handhelds (Cell/Smart phones);Enterprise Applications (ERP, CRM, etc);Computer Services, IT Business Solutions",Married,Owned house,3,Yes,Kroger (US);Walmart (US),None,2003;I don't have children;Prefer not to say,Boy(s),Dog(s),High School/Tertiary/Tech. College,Prefer not to say,Coffee;Regular soda;Bottled water still;Bottled water sparkling;Juice;Tonic water,"Yes, I smoke","$25,000 - $49,999","$25,000 - $49,999",,,0,1,0,0,0,0,0,0,0,0,0,father,1000.0,900.0,100.0,0,1,No,,,,,,,,,,,,,3,4,,To help splitcost,2,,So they dont have to pay,0,1,provide financial help for caregiving costs to a family member,0,1,split a single total monthly cost with your family,1,0,a fixed monthly payment,3,1,0,0,Required,5,5,4,No,No
6,164386429,0,2022-12-09 01:56:41,2022-12-09 01:56:42,2022-12-09 02:00:43,241,97.114.52.216,Cabot,Arkansas,72023.0,United States,34.9464,-92.0322,mobile,1,"Mozilla/5.0 (Linux; Android 12; SM-G781U Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4896.127 Mobile Safari/537.36",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=9fdf67f3-2bbf-a990-6db6-53f4708d3612&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,9fdf67f3-2bbf-a990-6db6-53f4708d3612,c,Female,28,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco)",Yes,80,"$15,000 - $24,999",Female,28,USA,South,White,I own a car/cars,Prefer not to say,2017,2018,2024,No,Homemaker,Technical Staff,501-1000,Media/Entertainment,Technology Implementation,"Office Supplies;Telecommunications (Mobile);Marketing/Advertising;Food Services/Catering;Auto Leasing/Purchasing;Training;Data Storage;Internet and Wireless Services;Handhelds (Cell/Smart phones);Computer Services, IT Business Solutions",Married,Owned house,4,Yes,Walmart (US),Two,2018;2020,Both boy(s) and girl(s),Cat(s),University/Higher Education,Less than one drink per week,Regular soda;Bottled water still,"Yes, I smoke","$10,000 - $24,999","$15,000 - $24,999",,,0,0,0,0,0,0,0,0,1,0,0,grandparent,1600.0,1300.0,300.0,0,1,No,,,,,,,,,,,,,1,1,I don't think anyone would help me,,1,,They barely help me as it is,1,0,ask for financial help from other family members for caregiving costs,1,0,split specific expenses and bills with your family,0,1,a payment that varied based on each month's actual costs,4,0,1,0,Optional,1,4,4,No,No
7,164386432,0,2022-12-09 01:56:50,2022-12-09 01:56:50,2022-12-09 02:02:30,340,2600:4040:7507:7a00:35:ace:e136:7a33,Philadelphia,Pennsylvania,19125.0,United States,39.9792,-75.1279,mobile,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=4e88ebc4-6d46-2201-3a81-dfa37b0d7228&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,4e88ebc4-6d46-2201-3a81-dfa37b0d7228,c,Female,46,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco)",Yes,79,"$75,000 - $99,999",Female,47,USA,Northeast,Black or African American,I own a car/cars,Chrysler,2020,2020,2023,I contribute equally in automotive decisions,Part-time work,"Health professional (doctor, nurse, pharmacist)",101-250,Healthcare,Prefer not to say,Food Services/Catering,Single / Never married,Rented house,5,Yes,Save-A-Lot (US);Walmart (US),Two,2017,Both boy(s) and girl(s),Cat(s),High School/Tertiary/Tech. College,1 to 3 drinks,Red wine;Sparkling wine;Coffee;Regular soda;Bottled water still;Juice,Prefer not to say,"$75,000 or more","$80,000 - $99,999",,,0,0,0,0,0,0,0,0,1,0,0,grandparent,1200.0,0.0,1200.0,0,1,No,,,,,,,,,,,,,1,5,,I need help from the family,3,Some will help others will not,,1,0,ask for financial help from other family members for caregiving costs,1,0,split specific expenses and bills with your family,0,1,a payment that varied based on each month's actual costs,3,1,0,0,Required,5,5,5,No,No
8,164386433,0,2022-12-09 01:56:51,2022-12-09 01:56:52,2022-12-09 02:02:19,327,24.251.14.162,Phoenix,Arizona,85086.0,United States,33.8145,-112.118,mobile,1,"Mozilla/5.0 (Linux; Android 12; moto g stylus 5G Build/S2RES32.29-16-1-5-1-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Mobile Safari/537.36",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=18b31149-9ccd-d9fc-010c-2598e9f813aa&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,18b31149-9ccd-d9fc-010c-2598e9f813aa,c,Female,44,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco)",Yes,80,"$0 - $14,999",Female,44,USA,West,Black or African American,"No, I donâ€™t have access to a car/cars",Prefer not to say,2002,2010,2023,Yes,Unemployed,I don't work,I don't know/I don't work,I don't work,I don't work,I don't work,Single / Never married,Rented apartment,1,Yes,Trader Joe's (US);Walmart (US);Whole Foods Market (US),None,2003;I don't have children;Prefer not to say,Both boy(s) and girl(s),Dog(s),High School/Tertiary/Tech. College,More than 10 drinks,Bottled water still,"Yes, I smoke now and then",Don't know,"$0 - $14,999",,,1,0,0,0,0,0,0,0,0,0,0,mother,500.0,100.0,400.0,0,1,No,,,,,,,,,,,,,1,5,,Helps with expenses,5,Help with expenses,,1,0,ask for financial help from other family members for caregiving costs,0,1,split a single total monthly cost with your family,1,0,a fixed monthly payment,5,1,0,0,Required,5,5,5,Food stamps expenses,No
9,164386434,0,2022-12-09 01:56:54,2022-12-09 01:56:54,2022-12-09 02:02:39,345,4.30.188.140,Philadelphia,Pennsylvania,19099.0,United States,39.8515,-75.3469,mobile,1,"Mozilla/5.0 (Linux; Android 12; SM-A326U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",en-US,https://run.conjoint.ly/study/359749/rbvmpu6sdf?id=9bb0437a-5dc4-8697-023f-779b02825298&panel=c,1,1,Completed survey,0,0,0,2376807,37,0,9bb0437a-5dc4-8697-023f-779b02825298,c,Female,54,"Cared for a relative or family member to help them take care of themselves,Shopped at a big box retailer to purchase grocery items (e.g. Walmart, Sam's Club, Costco),Worked on a home improvement project (e.g. painting, insulation, additions, new appliances)",Yes,80,"$75,000 - $99,999",Female,55,USA,Northeast,Black or African American,I own a car/cars,Prefer not to say,2017,2017,2023,Yes,Other type of paid work,Owner or Partner,2-May,Legal/Law,Operations,"Computer Services, IT Business Solutions;Corporate Travel Self;Data Storage;Enterprise Applications (ERP, CRM, etc);Financial Department (Acco. Software,Corporate CC);Human Resources (Employee Benefits,Retirement Pro);Internet and Wireless Services;IT Hardware;IT Infrastructure/Outsourcing, Systems Integration;IT services or products;Legal Services;Marketing/Advertising;Network products (Routers, LANs, wireless, etc.);Office Supplies;Operations/Production;Printers and Copiers;Procurement, buying;Recruiting new hires;Sales/Business Development;Servers;Shipping/Mail Services;Telecommunications (Non -Mobile);Website Development/Maintenance;Virtualization",Single / Never married,Rented apartment,2,Yes,Whole Foods Market (US),Four or more,2005,Boy(s),Cat(s),University/Higher Education,4 to 7 drinks,"Domestic beer;Imported beer;Red wine;Brandy;Cognac;Gin;Liqueurs (e.g. KahlÃºa, Midori);Whiskey/Scotch/Bourbon;Vodka;Alcopops (e.g. Breezers, Smirnoff Ice)","Yes, I smoke","$50,000 - $74,999","$50,000 - $79,999",,,1,0,0,0,0,0,0,0,0,0,0,mother,3000.0,2000.0,500.0,1,0,Yes,0.0,1.0,0.0,0.0,0.0,0,Family members divide the total cost,,,,,,4,5,,Because it's very difficult especially in this Economic Times to have any extra money for yourself let alone to pay another's living expenses but if it's your mother you feel obligated to do it so you have no choice in having help with the great thing,5,We are all paying our own bills we all have our own families to take care of so I believe that we would all be interested and having someone like care Share help us,,1,0,ask for financial help from other family members for caregiving costs,0,1,split a single total monthly cost with your family,0,1,a payment that varied based on each month's actual costs,4,0,1,0,Optional,5,5,5,I would hope that they would have some type of virtual session with all of our family members so that you can have a conference and decide on which way is the best way to handle it,No
